"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"JA000047420","NEMURO, JA","1933-03-15",,"-1.8","-7.8"
"JA000047420","NEMURO, JA","1933-03-16",,"0.4","-8.1"
"JA000047420","NEMURO, JA","1933-03-17",,"-1.7","-4.3"
"JA000047420","NEMURO, JA","1933-03-18",,"-2.6","-7.0"
"JA000047420","NEMURO, JA","1933-03-19",,"-0.9","-10.3"
"JA000047420","NEMURO, JA","1933-03-20",,"0.4","-8.4"
"JA000047420","NEMURO, JA","1933-03-21",,"-0.7","-4.6"
"JA000047420","NEMURO, JA","1933-03-22",,"-3.8","-7.9"
"JA000047420","NEMURO, JA","1933-03-23",,"-0.6","-6.1"
"JA000047420","NEMURO, JA","1933-03-24",,"-0.6","-3.0"
"JA000047420","NEMURO, JA","1933-03-25",,"0.8","-3.1"
"JA000047420","NEMURO, JA","1933-03-26",,"-1.6","-8.5"
"JA000047420","NEMURO, JA","1933-03-27",,"-0.4","-9.2"
"JA000047420","NEMURO, JA","1933-03-28",,"-0.9","-3.0"
"JA000047420","NEMURO, JA","1933-03-29",,"0.7","-4.1"
"JA000047420","NEMURO, JA","1933-03-30",,"3.6","-5.8"
"JA000047420","NEMURO, JA","1933-03-31",,"5.5","-2.2"
"JA000047420","NEMURO, JA","1933-04-01",,"-0.5","-9.0"
"JA000047420","NEMURO, JA","1933-04-02",,"0.1","-9.1"
"JA000047420","NEMURO, JA","1933-04-03",,"1.1","-3.9"
"JA000047420","NEMURO, JA","1933-04-04",,"1.5","-5.7"
"JA000047420","NEMURO, JA","1933-04-05",,"4.3","0.1"
"JA000047420","NEMURO, JA","1933-04-06",,"1.9","-1.9"
"JA000047420","NEMURO, JA","1933-04-07",,"3.1","-2.4"
"JA000047420","NEMURO, JA","1933-04-08",,"3.4","-4.7"
"JA000047420","NEMURO, JA","1933-04-09",,"4.3","-0.2"
"JA000047420","NEMURO, JA","1933-04-10",,"7.4","-1.5"
"JA000047420","NEMURO, JA","1933-04-11",,"4.6","-1.2"
"JA000047420","NEMURO, JA","1933-04-12",,"4.7","-1.5"
"JA000047420","NEMURO, JA","1933-04-13",,"4.2","-2.3"
"JA000047420","NEMURO, JA","1933-04-14",,"7.8","-1.9"
"JA000047420","NEMURO, JA","1933-04-15",,"5.1","-2.6"
"JA000047420","NEMURO, JA","1933-04-16",,"7.6","0.4"
"JA000047420","NEMURO, JA","1933-04-17",,"8.4","-0.3"
"JA000047420","NEMURO, JA","1933-04-18",,"7.1","-0.4"
"JA000047420","NEMURO, JA","1933-04-19",,"6.1","-1.9"
"JA000047420","NEMURO, JA","1933-04-20",,"7.5","-3.5"
"JA000047420","NEMURO, JA","1933-04-21",,"6.6","-1.1"
"JA000047420","NEMURO, JA","1933-04-22",,"4.6","-1.2"
"JA000047420","NEMURO, JA","1933-04-23",,"6.9","-3.5"
"JA000047420","NEMURO, JA","1933-04-24",,"8.7","1.8"
"JA000047420","NEMURO, JA","1933-04-25",,"15.6","4.5"
"JA000047420","NEMURO, JA","1933-04-26",,"9.6","0.6"
"JA000047420","NEMURO, JA","1933-04-27",,"2.3","-0.3"
"JA000047420","NEMURO, JA","1933-04-28",,"5.1","-0.7"
"JA000047420","NEMURO, JA","1933-04-29",,"5.2","-2.0"
"JA000047420","NEMURO, JA","1933-04-30",,"8.1","1.1"
"JA000047420","NEMURO, JA","1933-05-01",,"13.6","4.6"
"JA000047420","NEMURO, JA","1933-05-02",,"14.3","3.5"
"JA000047420","NEMURO, JA","1933-05-03",,"8.1","4.0"
"JA000047420","NEMURO, JA","1933-05-04",,"16.4","5.3"
"JA000047420","NEMURO, JA","1933-05-05",,"9.2","4.2"
"JA000047420","NEMURO, JA","1933-05-06",,"8.4","3.8"
"JA000047420","NEMURO, JA","1933-05-07",,"14.5","3.2"
"JA000047420","NEMURO, JA","1933-05-08",,"8.3","4.3"
"JA000047420","NEMURO, JA","1933-05-09",,"14.1","4.4"
"JA000047420","NEMURO, JA","1933-05-10",,"7.6","1.8"
"JA000047420","NEMURO, JA","1933-05-11",,"2.4","0.2"
"JA000047420","NEMURO, JA","1933-05-12",,"7.4","0.7"
"JA000047420","NEMURO, JA","1933-05-13",,"16.6","0.5"
"JA000047420","NEMURO, JA","1933-05-14",,"6.7","0.3"
"JA000047420","NEMURO, JA","1933-05-15",,"6.8","0.3"
"JA000047420","NEMURO, JA","1933-05-16",,"14.5","3.6"
"JA000047420","NEMURO, JA","1933-05-17",,"13.9","4.2"
"JA000047420","NEMURO, JA","1933-05-18",,"5.5","1.3"
"JA000047420","NEMURO, JA","1933-05-19",,"7.1","1.4"
"JA000047420","NEMURO, JA","1933-05-20",,"10.4","5.1"
"JA000047420","NEMURO, JA","1933-05-21",,"11.2","5.1"
"JA000047420","NEMURO, JA","1933-05-22",,"9.7","3.9"
"JA000047420","NEMURO, JA","1933-05-23",,"23.3","5.9"
"JA000047420","NEMURO, JA","1933-05-24",,"17.2","4.1"
"JA000047420","NEMURO, JA","1933-05-25",,"11.2","3.9"
"JA000047420","NEMURO, JA","1933-05-26",,"15.5","5.7"
"JA000047420","NEMURO, JA","1933-05-27",,"11.2","4.4"
"JA000047420","NEMURO, JA","1933-05-28",,"12.4","2.4"
"JA000047420","NEMURO, JA","1933-05-29",,"14.3","4.0"
"JA000047420","NEMURO, JA","1933-05-30",,"11.6","4.2"
"JA000047420","NEMURO, JA","1933-05-31",,"8.9","3.5"
"JA000047420","NEMURO, JA","1933-06-01",,"8.8","3.5"
"JA000047420","NEMURO, JA","1933-06-02",,"15.1","6.8"
"JA000047420","NEMURO, JA","1933-06-03",,"11.6","6.7"
"JA000047420","NEMURO, JA","1933-06-04",,"12.3","7.3"
"JA000047420","NEMURO, JA","1933-06-05",,"11.2","5.5"
"JA000047420","NEMURO, JA","1933-06-06",,"8.4","4.8"
"JA000047420","NEMURO, JA","1933-06-07",,"8.9","4.7"
"JA000047420","NEMURO, JA","1933-06-08",,"12.8","6.2"
"JA000047420","NEMURO, JA","1933-06-09",,"17.7","5.4"
"JA000047420","NEMURO, JA","1933-06-10",,"13.4","5.0"
"JA000047420","NEMURO, JA","1933-06-11",,"14.4","4.8"
"JA000047420","NEMURO, JA","1933-06-12",,"12.7","6.5"
"JA000047420","NEMURO, JA","1933-06-13",,"18.7","5.5"
"JA000047420","NEMURO, JA","1933-06-14",,"13.4","8.2"
"JA000047420","NEMURO, JA","1933-06-15",,"16.7","6.7"
"JA000047420","NEMURO, JA","1933-06-16",,"14.3","5.4"
"JA000047420","NEMURO, JA","1933-06-17",,"16.6","9.1"
"JA000047420","NEMURO, JA","1933-06-18",,"15.2","9.2"
"JA000047420","NEMURO, JA","1933-06-19",,"14.9","8.4"
"JA000047420","NEMURO, JA","1933-06-20",,"11.0","5.6"
"JA000047420","NEMURO, JA","1933-06-21",,"16.7","5.3"
"JA000047420","NEMURO, JA","1933-06-22",,"16.8","7.4"
"JA000047420","NEMURO, JA","1933-06-23",,"12.3","7.7"
"JA000047420","NEMURO, JA","1933-06-24",,"21.1","8.3"
"JA000047420","NEMURO, JA","1933-06-25",,"19.3","9.5"
"JA000047420","NEMURO, JA","1933-06-26",,"11.4","7.5"
"JA000047420","NEMURO, JA","1933-06-27",,"10.3","6.4"
"JA000047420","NEMURO, JA","1933-06-28",,"10.9","5.1"
"JA000047420","NEMURO, JA","1933-06-29",,"16.8","5.7"
"JA000047420","NEMURO, JA","1933-06-30",,"17.6","10.4"
"JA000047420","NEMURO, JA","1933-07-01",,"13.7","9.0"
"JA000047420","NEMURO, JA","1933-07-02",,"14.7","8.8"
"JA000047420","NEMURO, JA","1933-07-03",,"18.4","8.5"
"JA000047420","NEMURO, JA","1933-07-04",,"25.4","14.8"
"JA000047420","NEMURO, JA","1933-07-05",,"23.9","14.2"
"JA000047420","NEMURO, JA","1933-07-06",,"24.5","15.2"
"JA000047420","NEMURO, JA","1933-07-07",,"20.7","13.2"
"JA000047420","NEMURO, JA","1933-07-08",,"15.3","11.4"
"JA000047420","NEMURO, JA","1933-07-09",,"19.7","11.4"
"JA000047420","NEMURO, JA","1933-07-10",,"21.0","15.4"
"JA000047420","NEMURO, JA","1933-07-11",,"22.1","13.5"
"JA000047420","NEMURO, JA","1933-07-12",,"19.8","11.5"
"JA000047420","NEMURO, JA","1933-07-13",,"15.1","9.9"
"JA000047420","NEMURO, JA","1933-07-14",,"16.7","9.7"
"JA000047420","NEMURO, JA","1933-07-15",,"17.8","9.8"
"JA000047420","NEMURO, JA","1933-07-16",,"14.4","11.9"
"JA000047420","NEMURO, JA","1933-07-17",,"13.9","10.5"
"JA000047420","NEMURO, JA","1933-07-18",,"20.7","11.8"
"JA000047420","NEMURO, JA","1933-07-19",,"21.0","12.3"
"JA000047420","NEMURO, JA","1933-07-20",,"18.3","10.7"
"JA000047420","NEMURO, JA","1933-07-21",,"24.4","15.7"
"JA000047420","NEMURO, JA","1933-07-22",,"28.6","15.5"
"JA000047420","NEMURO, JA","1933-07-23",,"23.2","14.6"
"JA000047420","NEMURO, JA","1933-07-24",,"23.9","13.8"
"JA000047420","NEMURO, JA","1933-07-25",,"20.3","12.2"
"JA000047420","NEMURO, JA","1933-07-26",,"21.2","14.9"
"JA000047420","NEMURO, JA","1933-07-27",,"20.9","12.2"
"JA000047420","NEMURO, JA","1933-07-28",,"19.4","12.3"
"JA000047420","NEMURO, JA","1933-07-29",,"23.7","13.2"
"JA000047420","NEMURO, JA","1933-07-30",,"21.4","13.4"
"JA000047420","NEMURO, JA","1933-07-31",,"20.3","12.4"
"JA000047420","NEMURO, JA","1933-08-01",,"21.0","12.7"
"JA000047420","NEMURO, JA","1933-08-02",,"25.1","16.5"
"JA000047420","NEMURO, JA","1933-08-03",,"24.0","16.8"
"JA000047420","NEMURO, JA","1933-08-04",,"21.2","15.5"
"JA000047420","NEMURO, JA","1933-08-05",,"19.7","15.8"
"JA000047420","NEMURO, JA","1933-08-06",,"22.6","17.9"
"JA000047420","NEMURO, JA","1933-08-07",,"22.3","17.2"
"JA000047420","NEMURO, JA","1933-08-08",,"21.8","16.8"
"JA000047420","NEMURO, JA","1933-08-09",,"21.0","16.4"
"JA000047420","NEMURO, JA","1933-08-10",,"20.4","16.9"
"JA000047420","NEMURO, JA","1933-08-11",,"20.1","16.6"
"JA000047420","NEMURO, JA","1933-08-12",,"24.0","17.3"
"JA000047420","NEMURO, JA","1933-08-13",,"24.4","18.9"
"JA000047420","NEMURO, JA","1933-08-14",,"24.7","20.4"
"JA000047420","NEMURO, JA","1933-08-15",,"21.0","16.6"
"JA000047420","NEMURO, JA","1933-08-16",,"18.9","12.4"
"JA000047420","NEMURO, JA","1933-08-17",,"19.2","12.0"
"JA000047420","NEMURO, JA","1933-08-18",,"18.5","11.8"
"JA000047420","NEMURO, JA","1933-08-19",,"14.0","12.2"
"JA000047420","NEMURO, JA","1933-08-20",,"17.7","12.4"
"JA000047420","NEMURO, JA","1933-08-21",,"20.3","11.8"
"JA000047420","NEMURO, JA","1933-08-22",,"24.3","16.7"
"JA000047420","NEMURO, JA","1933-08-23",,"29.3","19.4"
"JA000047420","NEMURO, JA","1933-08-24",,"27.3","18.6"
"JA000047420","NEMURO, JA","1933-08-25",,"25.8","18.5"
"JA000047420","NEMURO, JA","1933-08-26",,"26.1","17.0"
"JA000047420","NEMURO, JA","1933-08-27",,"22.4","17.2"
"JA000047420","NEMURO, JA","1933-08-28",,"24.6","16.2"
"JA000047420","NEMURO, JA","1933-08-29",,"25.2","19.5"
"JA000047420","NEMURO, JA","1933-08-30",,"21.3","14.3"
"JA000047420","NEMURO, JA","1933-08-31",,"25.4","14.0"
"JA000047420","NEMURO, JA","1933-09-01",,"28.3","18.9"
"JA000047420","NEMURO, JA","1933-09-02",,"25.8","18.5"
"JA000047420","NEMURO, JA","1933-09-03",,"23.3","16.4"
"JA000047420","NEMURO, JA","1933-09-04",,"20.2","15.8"
"JA000047420","NEMURO, JA","1933-09-05",,"17.0","13.3"
"JA000047420","NEMURO, JA","1933-09-06",,"17.4","13.7"
"JA000047420","NEMURO, JA","1933-09-07",,"22.4","12.6"
"JA000047420","NEMURO, JA","1933-09-08",,"20.6","12.6"
"JA000047420","NEMURO, JA","1933-09-09",,"23.6","15.2"
"JA000047420","NEMURO, JA","1933-09-10",,"22.0","16.8"
"JA000047420","NEMURO, JA","1933-09-11",,"20.3","13.2"
"JA000047420","NEMURO, JA","1933-09-12",,"19.4","12.0"
"JA000047420","NEMURO, JA","1933-09-13",,"19.9","14.3"
"JA000047420","NEMURO, JA","1933-09-14",,"22.1","17.1"
"JA000047420","NEMURO, JA","1933-09-15",,"21.6","13.3"
"JA000047420","NEMURO, JA","1933-09-16",,"18.6","12.2"
"JA000047420","NEMURO, JA","1933-09-17",,"18.1","14.8"
"JA000047420","NEMURO, JA","1933-09-18",,"16.4","12.5"
"JA000047420","NEMURO, JA","1933-09-19",,"15.1","12.8"
"JA000047420","NEMURO, JA","1933-09-20",,"15.5","13.2"
"JA000047420","NEMURO, JA","1933-09-21",,"16.7","13.4"
"JA000047420","NEMURO, JA","1933-09-22",,"17.2","13.0"
"JA000047420","NEMURO, JA","1933-09-23",,"17.3","11.2"
"JA000047420","NEMURO, JA","1933-09-24",,"12.8","10.0"
"JA000047420","NEMURO, JA","1933-09-25",,"12.4","9.0"
"JA000047420","NEMURO, JA","1933-09-26",,"13.6","10.7"
"JA000047420","NEMURO, JA","1933-09-27",,"13.9","10.3"
"JA000047420","NEMURO, JA","1933-09-28",,"14.3","10.3"
"JA000047420","NEMURO, JA","1933-09-29",,"15.5","9.2"
"JA000047420","NEMURO, JA","1933-09-30",,"18.0","9.7"
"JA000047420","NEMURO, JA","1933-10-01",,"17.8","10.5"
"JA000047420","NEMURO, JA","1933-10-02",,"17.1","6.2"
"JA000047420","NEMURO, JA","1933-10-03",,"15.0","9.5"
"JA000047420","NEMURO, JA","1933-10-04",,"14.2","8.9"
"JA000047420","NEMURO, JA","1933-10-05",,"13.9","10.4"
"JA000047420","NEMURO, JA","1933-10-06",,"14.9","5.9"
"JA000047420","NEMURO, JA","1933-10-07",,"17.2","12.4"
"JA000047420","NEMURO, JA","1933-10-08",,"15.2","10.0"
"JA000047420","NEMURO, JA","1933-10-09",,"15.5","10.8"
"JA000047420","NEMURO, JA","1933-10-10",,"11.9","8.4"
"JA000047420","NEMURO, JA","1933-10-11",,"14.2","4.2"
"JA000047420","NEMURO, JA","1933-10-12",,"14.9","5.4"
"JA000047420","NEMURO, JA","1933-10-13",,"13.9","6.6"
"JA000047420","NEMURO, JA","1933-10-14",,"13.3","6.0"
"JA000047420","NEMURO, JA","1933-10-15",,"14.6","9.1"
"JA000047420","NEMURO, JA","1933-10-16",,"12.3","9.4"
"JA000047420","NEMURO, JA","1933-10-17",,"13.5","8.2"
"JA000047420","NEMURO, JA","1933-10-18",,"16.5","5.4"
"JA000047420","NEMURO, JA","1933-10-19",,"15.2","7.5"
"JA000047420","NEMURO, JA","1933-10-20",,"12.4","8.6"
"JA000047420","NEMURO, JA","1933-10-21",,"10.1","7.0"
"JA000047420","NEMURO, JA","1933-10-22",,"10.8","6.0"
"JA000047420","NEMURO, JA","1933-10-23",,"12.9","3.8"
"JA000047420","NEMURO, JA","1933-10-24",,"13.1","5.2"
"JA000047420","NEMURO, JA","1933-10-25",,"10.3","4.3"
"JA000047420","NEMURO, JA","1933-10-26",,"10.4","5.9"
"JA000047420","NEMURO, JA","1933-10-27",,"8.7","5.1"
"JA000047420","NEMURO, JA","1933-10-28",,"10.7","0.0"
"JA000047420","NEMURO, JA","1933-10-29",,"16.1","7.7"
"JA000047420","NEMURO, JA","1933-10-30",,"9.3","0.6"
"JA000047420","NEMURO, JA","1933-10-31",,"9.9","0.8"
"JA000047420","NEMURO, JA","1933-11-01",,"12.6","3.3"
"JA000047420","NEMURO, JA","1933-11-02",,"13.0","7.4"
"JA000047420","NEMURO, JA","1933-11-03",,"7.9","0.0"
"JA000047420","NEMURO, JA","1933-11-04",,"8.9","0.1"
"JA000047420","NEMURO, JA","1933-11-05",,"9.1","2.4"
"JA000047420","NEMURO, JA","1933-11-06",,"12.7","3.7"
"JA000047420","NEMURO, JA","1933-11-07",,"9.1","-0.8"
"JA000047420","NEMURO, JA","1933-11-08",,"6.8","0.9"
"JA000047420","NEMURO, JA","1933-11-09",,"10.3","-1.3"
"JA000047420","NEMURO, JA","1933-11-10",,"8.4","0.4"
"JA000047420","NEMURO, JA","1933-11-11",,"10.0","2.0"
"JA000047420","NEMURO, JA","1933-11-12",,"10.4","7.8"
"JA000047420","NEMURO, JA","1933-11-13",,"9.8","4.7"
"JA000047420","NEMURO, JA","1933-11-14",,"6.5","2.1"
"JA000047420","NEMURO, JA","1933-11-15",,"7.8","0.5"
"JA000047420","NEMURO, JA","1933-11-16",,"9.1","-0.1"
"JA000047420","NEMURO, JA","1933-11-17",,"9.4","4.7"
"JA000047420","NEMURO, JA","1933-11-18",,"5.4","1.3"
"JA000047420","NEMURO, JA","1933-11-19",,"5.1","-2.4"
"JA000047420","NEMURO, JA","1933-11-20",,"6.7","3.7"
"JA000047420","NEMURO, JA","1933-11-21",,"8.7","5.6"
"JA000047420","NEMURO, JA","1933-11-22",,"12.9","2.8"
"JA000047420","NEMURO, JA","1933-11-23",,"4.4","0.6"
"JA000047420","NEMURO, JA","1933-11-24",,"4.1","-3.5"
"JA000047420","NEMURO, JA","1933-11-25",,"4.8","-0.7"
"JA000047420","NEMURO, JA","1933-11-26",,"8.6","-0.4"
"JA000047420","NEMURO, JA","1933-11-27",,"11.9","3.2"
"JA000047420","NEMURO, JA","1933-11-28",,"9.2","-0.4"
"JA000047420","NEMURO, JA","1933-11-29",,"2.4","-2.0"
"JA000047420","NEMURO, JA","1933-11-30",,"5.6","-0.3"
"JA000047420","NEMURO, JA","1933-12-01",,"4.3","-4.2"
"JA000047420","NEMURO, JA","1933-12-02",,"2.7","0.3"
"JA000047420","NEMURO, JA","1933-12-03",,"4.7","1.4"
"JA000047420","NEMURO, JA","1933-12-04",,"8.4","0.5"
"JA000047420","NEMURO, JA","1933-12-05",,"4.9","-2.0"
"JA000047420","NEMURO, JA","1933-12-06",,"2.8","-5.3"
"JA000047420","NEMURO, JA","1933-12-07",,"-0.2","-6.1"
"JA000047420","NEMURO, JA","1933-12-08",,"2.6","-5.7"
"JA000047420","NEMURO, JA","1933-12-09",,"5.0","-5.6"
"JA000047420","NEMURO, JA","1933-12-10",,"5.2","1.5"
"JA000047420","NEMURO, JA","1933-12-11",,"3.9","1.1"
"JA000047420","NEMURO, JA","1933-12-12",,"4.8","-0.5"
"JA000047420","NEMURO, JA","1933-12-13",,"4.9","-0.2"
"JA000047420","NEMURO, JA","1933-12-14",,"2.6","-1.0"
"JA000047420","NEMURO, JA","1933-12-15",,"0.9","-4.1"
"JA000047420","NEMURO, JA","1933-12-16",,"2.6","-5.7"
"JA000047420","NEMURO, JA","1933-12-17",,"0.9","-5.0"
"JA000047420","NEMURO, JA","1933-12-18",,"-1.8","-6.0"
"JA000047420","NEMURO, JA","1933-12-19",,"-1.3","-4.3"
"JA000047420","NEMURO, JA","1933-12-20",,"-1.5","-6.6"
"JA000047420","NEMURO, JA","1933-12-21",,"-0.2","-6.0"
"JA000047420","NEMURO, JA","1933-12-22",,"0.7","-6.3"
"JA000047420","NEMURO, JA","1933-12-23",,"1.8","-6.6"
"JA000047420","NEMURO, JA","1933-12-24",,"2.5","-7.6"
"JA000047420","NEMURO, JA","1933-12-25",,"2.0","-4.0"
"JA000047420","NEMURO, JA","1933-12-26",,"2.0","-0.5"
"JA000047420","NEMURO, JA","1933-12-27",,"1.1","-2.0"
"JA000047420","NEMURO, JA","1933-12-28",,"-0.5","-2.7"
"JA000047420","NEMURO, JA","1933-12-29",,"-1.0","-2.5"
"JA000047420","NEMURO, JA","1933-12-30",,"0.9","-4.3"
"JA000047420","NEMURO, JA","1933-12-31",,"1.4","-2.7"
"JA000047420","NEMURO, JA","1934-01-01",,"-0.9","-6.0"
"JA000047420","NEMURO, JA","1934-01-02",,"-4.4","-9.5"
"JA000047420","NEMURO, JA","1934-01-03",,"-2.9","-10.4"
"JA000047420","NEMURO, JA","1934-01-04",,"-2.5","-10.4"
"JA000047420","NEMURO, JA","1934-01-05",,"0.8","-6.0"
"JA000047420","NEMURO, JA","1934-01-06",,"0.5","-7.0"
"JA000047420","NEMURO, JA","1934-01-07",,"0.9","-8.1"
"JA000047420","NEMURO, JA","1934-01-08",,"1.6","-8.9"
"JA000047420","NEMURO, JA","1934-01-09",,"-0.5","-3.4"
"JA000047420","NEMURO, JA","1934-01-10",,"-0.5","-9.0"
"JA000047420","NEMURO, JA","1934-01-11",,"-2.7","-11.0"
"JA000047420","NEMURO, JA","1934-01-12",,"-2.3","-9.5"
"JA000047420","NEMURO, JA","1934-01-13",,"1.1","-4.4"
"JA000047420","NEMURO, JA","1934-01-14",,"1.0","-2.6"
"JA000047420","NEMURO, JA","1934-01-15",,"1.2","-1.3"
"JA000047420","NEMURO, JA","1934-01-16",,"-0.4","-4.4"
"JA000047420","NEMURO, JA","1934-01-17",,"-1.5","-3.5"
"JA000047420","NEMURO, JA","1934-01-18",,"-2.1","-7.0"
"JA000047420","NEMURO, JA","1934-01-19",,"1.7","-9.5"
"JA000047420","NEMURO, JA","1934-01-20",,"0.1","-2.8"
"JA000047420","NEMURO, JA","1934-01-21",,"0.4","-2.5"
"JA000047420","NEMURO, JA","1934-01-22",,"1.4","-0.1"
"JA000047420","NEMURO, JA","1934-01-23",,"1.2","-0.5"
"JA000047420","NEMURO, JA","1934-01-24",,"0.6","-1.6"
"JA000047420","NEMURO, JA","1934-01-25",,"0.6","-2.8"
"JA000047420","NEMURO, JA","1934-01-26",,"-0.7","-2.8"
"JA000047420","NEMURO, JA","1934-01-27",,"-0.1","-2.4"
"JA000047420","NEMURO, JA","1934-01-28",,"-1.1","-4.3"
"JA000047420","NEMURO, JA","1934-01-29",,"0.4","-10.7"
"JA000047420","NEMURO, JA","1934-01-30",,"1.6","-6.5"
"JA000047420","NEMURO, JA","1934-01-31",,"0.8","-5.7"
"JA000047420","NEMURO, JA","1934-02-01",,"-2.1","-6.6"
"JA000047420","NEMURO, JA","1934-02-02",,"-1.9","-8.2"
"JA000047420","NEMURO, JA","1934-02-03",,"-2.4","-7.2"
"JA000047420","NEMURO, JA","1934-02-04",,"-5.6","-9.3"
"JA000047420","NEMURO, JA","1934-02-05",,"-4.7","-8.0"
"JA000047420","NEMURO, JA","1934-02-06",,"-3.0","-9.8"
"JA000047420","NEMURO, JA","1934-02-07",,"-1.3","-7.6"
"JA000047420","NEMURO, JA","1934-02-08",,"-0.6","-9.6"
"JA000047420","NEMURO, JA","1934-02-09",,"-3.5","-8.5"
"JA000047420","NEMURO, JA","1934-02-10",,"-3.5","-9.6"
"JA000047420","NEMURO, JA","1934-02-11",,"-2.1","-8.6"
"JA000047420","NEMURO, JA","1934-02-12",,"-3.3","-6.3"
"JA000047420","NEMURO, JA","1934-02-13",,"-2.2","-6.1"
"JA000047420","NEMURO, JA","1934-02-14",,"-0.9","-11.8"
"JA000047420","NEMURO, JA","1934-02-15",,"-2.8","-7.0"
"JA000047420","NEMURO, JA","1934-02-16",,"-1.7","-11.1"
"JA000047420","NEMURO, JA","1934-02-17",,"-1.3","-7.1"
"JA000047420","NEMURO, JA","1934-02-18",,"-0.8","-8.6"
"JA000047420","NEMURO, JA","1934-02-19",,"-1.1","-4.5"
"JA000047420","NEMURO, JA","1934-02-20",,"-2.1","-5.8"
"JA000047420","NEMURO, JA","1934-02-21",,"-3.4","-7.5"
"JA000047420","NEMURO, JA","1934-02-22",,"-5.3","-8.3"
"JA000047420","NEMURO, JA","1934-02-23",,"-3.8","-8.7"
"JA000047420","NEMURO, JA","1934-02-24",,"-1.0","-5.9"
"JA000047420","NEMURO, JA","1934-02-25",,"-1.0","-4.4"
"JA000047420","NEMURO, JA","1934-02-26",,"1.4","-3.9"
"JA000047420","NEMURO, JA","1934-02-27",,"-0.2","-3.3"
"JA000047420","NEMURO, JA","1934-02-28",,"1.3","-3.4"
"JA000047420","NEMURO, JA","1934-03-01",,"0.6","-4.7"
"JA000047420","NEMURO, JA","1934-03-02",,"1.7","-5.3"
"JA000047420","NEMURO, JA","1934-03-03",,"0.9","-5.8"
"JA000047420","NEMURO, JA","1934-03-04",,"0.2","-6.0"
"JA000047420","NEMURO, JA","1934-03-05",,"-4.7","-10.0"
"JA000047420","NEMURO, JA","1934-03-06",,"-1.9","-11.2"
"JA000047420","NEMURO, JA","1934-03-07",,"0.9","-6.5"
"JA000047420","NEMURO, JA","1934-03-08",,"1.4","-4.4"
"JA000047420","NEMURO, JA","1934-03-09",,"-0.5","-2.3"
"JA000047420","NEMURO, JA","1934-03-10",,"-0.6","-3.7"
"JA000047420","NEMURO, JA","1934-03-11",,"0.3","-4.2"
"JA000047420","NEMURO, JA","1934-03-12",,"-1.5","-5.8"
"JA000047420","NEMURO, JA","1934-03-13",,"0.1","-7.0"
"JA000047420","NEMURO, JA","1934-03-14",,"1.4","-1.8"
"JA000047420","NEMURO, JA","1934-03-15",,"0.9","-2.2"
"JA000047420","NEMURO, JA","1934-03-16",,"0.9","-2.4"
"JA000047420","NEMURO, JA","1934-03-17",,"2.6","-5.2"
"JA000047420","NEMURO, JA","1934-03-18",,"2.6","-5.2"
"JA000047420","NEMURO, JA","1934-03-19",,"-1.2","-4.3"
"JA000047420","NEMURO, JA","1934-03-20",,"1.0","-7.2"
"JA000047420","NEMURO, JA","1934-03-21",,"5.1","-0.4"
"JA000047420","NEMURO, JA","1934-03-22",,"3.8","-1.5"
"JA000047420","NEMURO, JA","1934-03-23",,"3.1","-2.6"
"JA000047420","NEMURO, JA","1934-03-24",,"2.6","-2.7"
"JA000047420","NEMURO, JA","1934-03-25",,"2.9","-4.1"
"JA000047420","NEMURO, JA","1934-03-26",,"4.3","-4.4"
"JA000047420","NEMURO, JA","1934-03-27",,"2.3","-2.4"
"JA000047420","NEMURO, JA","1934-03-28",,"3.0","-3.5"
"JA000047420","NEMURO, JA","1934-03-29",,"2.6","-4.3"
"JA000047420","NEMURO, JA","1934-03-30",,"-0.8","-3.9"
"JA000047420","NEMURO, JA","1934-03-31",,"2.9","-5.5"
"JA000047420","NEMURO, JA","1934-04-01",,"2.4","-4.2"
"JA000047420","NEMURO, JA","1934-04-02",,"0.4","-2.4"
"JA000047420","NEMURO, JA","1934-04-03",,"4.2","-5.0"
"JA000047420","NEMURO, JA","1934-04-04",,"3.9","0.7"
"JA000047420","NEMURO, JA","1934-04-05",,"3.6","-1.0"
"JA000047420","NEMURO, JA","1934-04-06",,"1.3","-2.2"
"JA000047420","NEMURO, JA","1934-04-07",,"4.9","-7.2"
"JA000047420","NEMURO, JA","1934-04-08",,"7.9","-2.3"
"JA000047420","NEMURO, JA","1934-04-09",,"5.6","0.1"
"JA000047420","NEMURO, JA","1934-04-10",,"9.2","-0.5"
"JA000047420","NEMURO, JA","1934-04-11",,"8.1","-0.3"
"JA000047420","NEMURO, JA","1934-04-12",,"9.8","1.0"
"JA000047420","NEMURO, JA","1934-04-13",,"5.2","-0.2"
"JA000047420","NEMURO, JA","1934-04-14",,"5.7","-0.9"
"JA000047420","NEMURO, JA","1934-04-15",,"6.4","-1.2"
"JA000047420","NEMURO, JA","1934-04-16",,"5.4","-2.3"
"JA000047420","NEMURO, JA","1934-04-17",,"4.2","0.3"
"JA000047420","NEMURO, JA","1934-04-18",,"9.9","0.5"
"JA000047420","NEMURO, JA","1934-04-19",,"10.8","-0.3"
"JA000047420","NEMURO, JA","1934-04-20",,"5.1","-1.0"
"JA000047420","NEMURO, JA","1934-04-21",,"12.7","-2.1"
